Vehicle_Model,Mileage,Maintenance_History,Reported_Issues,Vehicle_Age,Fuel_Type,Odometer_Reading,Last_Service_Date,Warranty_Expiry_Date,Owner_Type,Accident_History,Fuel_Efficiency,Need_Maintenance,Warranty_Status,Days_To_Expiry,Age_Group,Service_Month
Truck,34600,Average,1,10,Diesel,6127,2023-06-30,2025-01-11,Third,0,11.179674649398136,1,Expired,-435,Over 8 yrs,2023-06
Truck,32579,Poor,1,1,Petrol,86824,2023-04-23,2025-12-20,Third,2,19.467407711814264,1,Expired,-92,Under 1 yr,2023-04
Truck,60899,Poor,1,4,Diesel,79083,2023-09-05,2025-02-04,Third,1,15.290364154065529,1,Expired,-411,3-5 yrs,2023-09
Van,79288,Average,0,8,Diesel,40060,2023-05-28,2024-06-12,Second,0,16.9674662524558,1,Expired,-648,5-8 yrs,2023-05
Truck,56507,Average,4,5,Electric,107912,2023-06-11,2025-01-22,First,2,15.905753429204136,1,Expired,-424,3-5 yrs,2023-06
Motorcycle,31862,Average,0,9,Electric,110706,2023-10-21,2024-08-24,Second,2,15.28511685044563,1,Expired,-575,Over 8 yrs,2023-10
Suv,78023,Good,2,6,Electric,76381,2023-10-16,2024-07-12,Third,3,18.010623788066262,1,Expired,-618,5-8 yrs,2023-10
Motorcycle,44111,Poor,3,3,Petrol,145211,2023-12-10,2025-11-25,First,0,12.245081051351452,1,Expired,-117,2-3 yrs,2023-12
Bus,78764,Average,5,7,Electric,3957,2024-01-09,2026-03-16,Second,0,17.847642221671833,1,Expired,-6,5-8 yrs,2024-01
Bus,77719,Poor,4,5,Petrol,120070,2023-05-02,2026-02-24,First,3,16.309813412576254,1,Expired,-26,3-5 yrs,2023-05
Bus,52844,Average,3,1,Electric,55988,2023-06-09,2024-10-07,Third,3,13.57294289884524,1,Expired,-531,Under 1 yr,2023-06
Car,39818,Poor,3,1,Diesel,127044,2023-11-04,2025-05-23,Second,1,16.853501689157813,1,Expired,-303,Under 1 yr,2023-11
Motorcycle,35018,Poor,2,3,Petrol,130021,2024-02-03,2025-11-05,First,0,19.476536256917505,1,Expired,-137,2-3 yrs,2024-02
Bus,66070,Poor,4,3,Electric,53907,2023-04-15,2025-07-04,Second,0,10.39100948903823,1,Expired,-261,2-3 yrs,2023-04
Suv,70089,Poor,2,1,Diesel,127685,2023-10-25,2025-06-09,First,0,18.496959749157018,1,Expired,-286,Under 1 yr,2023-10
Motorcycle,51504,Good,0,9,Diesel,66677,2023-05-14,2024-09-29,First,3,15.212522168386451,1,Expired,-539,Over 8 yrs,2023-05
Motorcycle,77127,Average,1,1,Diesel,94160,2023-05-10,2026-03-19,Second,1,11.731828659597586,0,Expired,-3,Under 1 yr,2023-05
Bus,50947,Average,0,6,Petrol,84013,2024-02-20,2024-05-03,Second,2,10.731714906666443,1,Expired,-688,5-8 yrs,2024-02
Motorcycle,73575,Good,3,1,Petrol,15644,2023-04-15,2025-07-02,First,2,17.421282669314902,0,Expired,-263,Under 1 yr,2023-04
Van,41085,Average,3,2,Diesel,74073,2023-05-16,2025-08-26,Third,1,16.126337882592043,1,Expired,-208,1-2 yrs,2023-05
Truck,57808,Average,3,2,Petrol,49758,2023-04-09,2025-08-23,Second,2,12.15197724960575,1,Expired,-211,1-2 yrs,2023-04
Suv,54040,Average,0,6,Diesel,85273,2023-11-23,2025-10-31,Second,1,16.81482304439374,0,Expired,-142,5-8 yrs,2023-11
Van,52307,Poor,4,4,Electric,139956,2023-06-29,2025-05-14,Second,2,10.36143486458034,1,Expired,-312,3-5 yrs,2023-06
Suv,61580,Poor,3,1,Diesel,130542,2024-01-22,2024-12-23,First,1,15.34771516837004,1,Expired,-454,Under 1 yr,2024-01
Truck,52381,Average,4,8,Electric,98166,2023-10-15,2026-03-07,First,1,16.433131842974255,1,Expired,-15,5-8 yrs,2023-10
Bus,66377,Average,0,10,Diesel,9618,2023-08-18,2024-07-02,Second,0,19.892354802993488,0,Expired,-628,Over 8 yrs,2023-08
Motorcycle,41961,Poor,4,10,Diesel,27719,2023-04-12,2025-01-20,Third,3,17.5256077865686,1,Expired,-426,Over 8 yrs,2023-04
Motorcycle,34398,Poor,1,5,Petrol,42214,2023-04-06,2024-05-25,Third,0,19.968322204368626,1,Expired,-666,3-5 yrs,2023-04
Bus,37517,Average,4,6,Electric,129800,2024-01-18,2026-02-15,Second,0,18.962343493705376,1,Expired,-35,5-8 yrs,2024-01
Motorcycle,47453,Good,0,7,Diesel,127409,2023-10-28,2024-09-19,Second,2,18.67429699516276,0,Expired,-549,5-8 yrs,2023-10
Bus,38665,Good,5,2,Electric,147432,2023-06-09,2024-11-10,Second,1,18.893240397160973,1,Expired,-497,1-2 yrs,2023-06
Bus,61298,Average,3,3,Petrol,59148,2023-04-28,2026-01-28,First,1,16.272935445240527,1,Expired,-53,2-3 yrs,2023-04
Van,36985,Good,1,7,Petrol,9162,2023-11-28,2024-07-26,Second,2,10.411416945101989,0,Expired,-604,5-8 yrs,2023-11
Car,49813,Average,4,5,Electric,134587,2024-01-28,2025-02-01,Third,2,19.05984591876379,1,Expired,-414,3-5 yrs,2024-01
Bus,43492,Poor,0,5,Diesel,109920,2023-10-27,2025-11-07,Third,1,10.765799292690804,1,Expired,-135,3-5 yrs,2023-10
Car,60359,Poor,0,6,Petrol,70917,2023-06-27,2026-02-13,First,2,11.612297275377744,0,Expired,-37,5-8 yrs,2023-06
Car,50027,Good,5,10,Electric,122595,2023-07-10,2024-07-08,First,0,15.285448523894065,1,Expired,-622,Over 8 yrs,2023-07
Suv,73543,Average,3,6,Electric,4926,2023-08-07,2024-09-22,First,0,18.59694926464455,1,Expired,-546,5-8 yrs,2023-08
Bus,32899,Average,4,3,Petrol,132152,2024-01-10,2025-03-22,First,2,15.938210650890326,1,Expired,-365,2-3 yrs,2024-01
Suv,68403,Average,5,2,Diesel,148393,2023-08-07,2025-01-19,First,1,18.08345201666862,1,Expired,-427,1-2 yrs,2023-08
Truck,72520,Average,0,5,Petrol,6416,2023-09-29,2024-11-16,Third,3,18.138956649357645,0,Expired,-491,3-5 yrs,2023-09
Car,30315,Average,0,6,Electric,93961,2023-08-13,2024-11-29,Second,3,13.583149171079128,1,Expired,-478,5-8 yrs,2023-08
Van,62123,Good,3,8,Petrol,83740,2023-04-24,2025-02-14,Third,1,14.714223761085702,1,Expired,-401,5-8 yrs,2023-04
Motorcycle,70583,Average,3,3,Electric,144232,2023-11-20,2024-07-31,Second,1,17.439216025162686,1,Expired,-599,2-3 yrs,2023-11
Motorcycle,56610,Average,2,5,Electric,67487,2023-05-29,2024-07-19,Second,3,18.593756679836353,1,Expired,-611,3-5 yrs,2023-05
Car,72201,Average,5,6,Diesel,19781,2023-11-30,2024-11-15,First,0,10.140191941853551,1,Expired,-492,5-8 yrs,2023-11
Van,44549,Good,0,3,Petrol,56415,2024-02-15,2025-11-07,First,0,19.0649173396917,1,Expired,-135,2-3 yrs,2024-02
Truck,44424,Average,2,1,Diesel,136473,2024-01-13,2025-11-23,First,2,13.851359523741491,0,Expired,-119,Under 1 yr,2024-01
Van,76881,Good,1,2,Electric,124524,2024-02-22,2024-10-02,Second,1,18.997377695756057,1,Expired,-536,1-2 yrs,2024-02
Truck,64229,Average,4,4,Petrol,128547,2023-07-25,2025-04-06,Third,0,18.72262317644617,1,Expired,-350,3-5 yrs,2023-07
Motorcycle,65844,Poor,5,4,Diesel,90910,2023-11-03,2026-03-15,First,2,17.043323392399024,1,Expired,-7,3-5 yrs,2023-11
Van,56617,Poor,0,10,Petrol,80696,2023-03-30,2024-10-01,Third,0,11.358882887891111,1,Expired,-537,Over 8 yrs,2023-03
Bus,70050,Average,2,7,Electric,83228,2023-10-04,2024-09-22,First,0,11.136804458400052,0,Expired,-546,5-8 yrs,2023-10
Motorcycle,32135,Average,4,9,Diesel,122736,2024-01-27,2025-01-15,Third,0,14.36248102647666,1,Expired,-431,Over 8 yrs,2024-01
Motorcycle,49235,Good,4,8,Diesel,54878,2023-08-04,2025-10-08,First,0,19.44280828272137,1,Expired,-165,5-8 yrs,2023-08
Suv,48473,Good,5,9,Electric,49572,2023-05-15,2026-01-10,Second,0,17.338834475242685,1,Expired,-71,Over 8 yrs,2023-05
Motorcycle,55303,Good,1,1,Diesel,41807,2023-11-22,2024-10-29,First,3,11.757670683851565,1,Expired,-509,Under 1 yr,2023-11
Bus,50266,Average,3,5,Electric,24070,2023-10-03,2026-03-12,Second,2,16.218038627543322,1,Expired,-10,3-5 yrs,2023-10
Car,52251,Poor,1,3,Diesel,58464,2024-02-18,2025-12-25,Second,1,12.447707097366262,1,Expired,-87,2-3 yrs,2024-02
Car,51821,Good,5,10,Diesel,22572,2023-07-16,2025-10-08,First,3,19.82687519768647,1,Expired,-165,Over 8 yrs,2023-07
Van,73228,Average,3,6,Diesel,137848,2023-04-13,2025-05-15,First,0,15.22139665324715,1,Expired,-311,5-8 yrs,2023-04
Truck,66806,Average,3,10,Petrol,87618,2023-05-20,2026-02-27,Third,3,11.981235813611304,1,Expired,-23,Over 8 yrs,2023-05
Truck,31187,Poor,4,3,Petrol,141522,2023-10-11,2025-10-01,Third,3,15.927203489294982,1,Expired,-172,2-3 yrs,2023-10
Van,64007,Poor,2,5,Electric,26689,2023-11-05,2024-09-10,Third,2,15.135042696018758,1,Expired,-558,3-5 yrs,2023-11
Car,73740,Average,1,7,Petrol,27347,2023-05-12,2025-11-21,Second,3,13.986325821818756,0,Expired,-121,5-8 yrs,2023-05
Bus,73064,Good,3,3,Electric,106421,2024-01-13,2026-01-28,Second,1,15.054983207901184,1,Expired,-53,2-3 yrs,2024-01
Car,43529,Good,1,6,Electric,26129,2023-10-24,2024-08-19,First,0,14.731781128661463,1,Expired,-580,5-8 yrs,2023-10
Van,72981,Average,5,9,Diesel,38083,2023-05-11,2025-05-12,Second,3,11.126345380742846,1,Expired,-314,Over 8 yrs,2023-05
Motorcycle,48221,Average,3,6,Diesel,145256,2023-07-23,2025-01-27,Third,3,14.85938713522338,1,Expired,-419,5-8 yrs,2023-07
Motorcycle,57483,Poor,2,2,Petrol,33334,2023-10-08,2025-07-08,Second,0,11.211560520049789,1,Expired,-257,1-2 yrs,2023-10
Motorcycle,31616,Average,5,3,Electric,74207,2023-04-01,2025-03-05,Second,0,13.49863150474054,1,Expired,-382,2-3 yrs,2023-04
Bus,64536,Average,5,7,Diesel,89780,2023-12-23,2025-08-14,First,0,14.36308660635731,1,Expired,-220,5-8 yrs,2023-12
Motorcycle,33023,Average,4,6,Petrol,53416,2023-12-19,2026-02-22,Second,2,12.377927944061744,1,Expired,-28,5-8 yrs,2023-12
Van,49526,Poor,0,10,Electric,82296,2023-09-04,2025-12-02,Second,0,18.8570982831912,1,Expired,-110,Over 8 yrs,2023-09
Van,58104,Poor,4,1,Petrol,128302,2023-12-14,2025-11-22,Third,0,10.709094225336775,1,Expired,-120,Under 1 yr,2023-12
Suv,62966,Average,0,3,Petrol,127206,2023-05-11,2024-05-31,First,2,17.275770063001758,1,Expired,-660,2-3 yrs,2023-05
Car,46006,Average,0,3,Petrol,27946,2023-09-28,2024-11-26,First,0,12.37510579035149,1,Expired,-481,2-3 yrs,2023-09
Motorcycle,40460,Poor,1,4,Petrol,70420,2023-06-27,2024-10-26,First,0,11.687628760214205,1,Expired,-512,3-5 yrs,2023-06
Car,45371,Poor,4,6,Electric,95319,2023-07-07,2024-05-30,Third,1,13.303682975092755,1,Expired,-661,5-8 yrs,2023-07
Truck,69688,Poor,2,8,Diesel,111096,2024-02-24,2025-07-14,Third,0,17.703853152137206,1,Expired,-251,5-8 yrs,2024-02
Van,37662,Average,1,8,Diesel,144657,2023-07-25,2024-09-07,Second,1,17.034208153966382,1,Expired,-561,5-8 yrs,2023-07
Car,72215,Good,1,2,Diesel,55649,2023-03-31,2026-03-29,First,0,10.001079806256923,1,Active,7,1-2 yrs,2023-03
Van,51215,Good,0,9,Diesel,101738,2023-12-19,2024-11-08,First,2,11.596164932766737,0,Expired,-499,Over 8 yrs,2023-12
Bus,51821,Average,1,4,Electric,93842,2024-02-22,2026-03-24,Second,1,19.293211717574444,0,Active,2,3-5 yrs,2024-02
Truck,79461,Poor,1,7,Petrol,1631,2023-05-05,2025-12-19,Second,3,10.625988575927773,1,Expired,-93,5-8 yrs,2023-05
Car,35381,Good,4,5,Electric,62310,2023-09-01,2026-01-11,First,2,17.28830126475671,1,Expired,-70,3-5 yrs,2023-09
Bus,58259,Poor,3,4,Electric,38651,2023-11-25,2026-03-01,Third,2,12.58133785332781,1,Expired,-21,3-5 yrs,2023-11
Van,75373,Good,3,1,Diesel,76322,2023-04-02,2024-11-22,Second,2,17.08598634825409,1,Expired,-485,Under 1 yr,2023-04
Car,60561,Poor,1,1,Petrol,116349,2023-12-21,2025-07-25,First,1,16.70726082978505,1,Expired,-240,Under 1 yr,2023-12
Car,72153,Average,0,10,Electric,73418,2023-05-02,2025-07-01,First,3,11.87954652350511,1,Expired,-264,Over 8 yrs,2023-05
Suv,42943,Good,2,9,Electric,113661,2023-04-17,2026-01-24,First,1,19.66214567502544,0,Expired,-57,Over 8 yrs,2023-04
Suv,63001,Average,4,6,Electric,109379,2023-12-16,2025-05-30,First,3,18.023825504790143,1,Expired,-296,5-8 yrs,2023-12
Suv,34773,Average,1,8,Electric,66931,2023-08-10,2025-03-21,First,1,16.28229006824003,1,Expired,-366,5-8 yrs,2023-08
Motorcycle,75051,Average,2,6,Petrol,107985,2024-01-27,2026-01-20,First,0,10.663803753084116,1,Expired,-61,5-8 yrs,2024-01
Bus,71736,Average,3,5,Diesel,26919,2024-01-08,2024-11-07,Third,3,16.43000539368751,1,Expired,-500,3-5 yrs,2024-01
Car,52820,Poor,0,2,Petrol,13348,2023-11-06,2025-03-04,First,0,15.418433848015212,1,Expired,-383,1-2 yrs,2023-11
Bus,56804,Average,3,7,Electric,144209,2024-02-09,2026-03-06,First,0,10.020448074290629,1,Expired,-16,5-8 yrs,2024-02
Bus,38624,Good,0,5,Petrol,109219,2023-06-04,2024-12-14,Second,0,17.272662116164177,0,Expired,-463,3-5 yrs,2023-06
Bus,31549,Good,1,10,Petrol,74860,2023-05-09,2025-03-28,Third,0,11.194105984899366,0,Expired,-359,Over 8 yrs,2023-05
Car,41177,Average,4,10,Petrol,3049,2024-02-25,2024-12-21,First,3,19.205791040859612,1,Expired,-456,Over 8 yrs,2024-02
Van,79459,Good,0,7,Electric,63239,2023-08-11,2024-08-04,Second,2,11.478732571613357,1,Expired,-595,5-8 yrs,2023-08
Motorcycle,47974,Good,2,3,Diesel,136832,2023-06-22,2025-12-17,First,1,17.646973563224872,0,Expired,-95,2-3 yrs,2023-06
Truck,70502,Poor,0,5,Electric,58709,2023-08-29,2025-06-18,Second,1,17.17405330267953,0,Expired,-277,3-5 yrs,2023-08
Motorcycle,48550,Good,2,10,Electric,132486,2023-08-13,2025-02-28,First,2,19.826154488139657,0,Expired,-387,Over 8 yrs,2023-08
Car,66792,Good,1,3,Electric,130379,2023-07-27,2024-11-26,Second,2,19.221771013863865,1,Expired,-481,2-3 yrs,2023-07
Bus,45271,Good,2,1,Diesel,129736,2023-10-24,2024-12-29,Second,2,19.56713064147725,0,Expired,-448,Under 1 yr,2023-10
Motorcycle,60134,Good,1,7,Diesel,38796,2024-01-18,2024-06-20,First,2,18.839848791119344,1,Expired,-640,5-8 yrs,2024-01
Truck,69072,Poor,5,2,Diesel,98512,2023-09-18,2025-08-02,Second,2,11.327351394426236,1,Expired,-232,1-2 yrs,2023-09
Truck,70081,Average,3,5,Diesel,67302,2023-06-07,2024-11-26,Third,3,17.46726028577004,1,Expired,-481,3-5 yrs,2023-06
Van,71172,Poor,2,6,Diesel,39583,2024-02-09,2024-07-25,First,0,10.800749818583665,1,Expired,-605,5-8 yrs,2024-02
Bus,48927,Good,3,2,Diesel,99549,2023-08-18,2025-12-23,First,3,11.75472558752193,0,Expired,-89,1-2 yrs,2023-08
Bus,79784,Poor,4,5,Electric,109690,2023-09-09,2025-08-09,First,3,16.728254336653066,1,Expired,-225,3-5 yrs,2023-09
Motorcycle,68312,Poor,0,7,Petrol,140339,2024-01-04,2024-09-19,First,2,12.721686869348709,0,Expired,-549,5-8 yrs,2024-01
Suv,51456,Average,2,4,Electric,10264,2023-04-04,2026-01-25,First,1,18.54482908470604,0,Expired,-56,3-5 yrs,2023-04
Van,50218,Average,1,7,Electric,16729,2023-10-01,2025-05-06,First,2,11.082479744339786,1,Expired,-320,5-8 yrs,2023-10
Truck,61018,Poor,0,7,Petrol,23835,2023-09-19,2025-02-20,Third,2,12.761711852816635,0,Expired,-395,5-8 yrs,2023-09
Motorcycle,62737,Poor,1,7,Electric,59416,2023-07-12,2025-04-21,Third,3,12.057312553897203,1,Expired,-335,5-8 yrs,2023-07
Truck,77392,Poor,4,8,Diesel,78328,2023-05-22,2025-12-29,First,1,13.584333818844147,1,Expired,-83,5-8 yrs,2023-05
Suv,72681,Average,0,9,Petrol,63880,2023-04-12,2024-08-15,Second,1,12.199513227685006,1,Expired,-584,Over 8 yrs,2023-04
Car,40922,Good,4,10,Petrol,19829,2023-12-20,2024-10-24,First,0,13.622067191471595,1,Expired,-514,Over 8 yrs,2023-12
Truck,53868,Average,1,5,Petrol,35948,2024-02-26,2024-07-11,First,2,11.270429547539148,1,Expired,-619,3-5 yrs,2024-02
Van,52122,Good,0,8,Diesel,74009,2023-10-03,2024-07-26,First,0,15.71549774422471,1,Expired,-604,5-8 yrs,2023-10
Motorcycle,54280,Good,4,7,Petrol,114899,2023-10-07,2025-03-01,Second,3,17.120355154974316,1,Expired,-386,5-8 yrs,2023-10
Van,51430,Good,0,7,Diesel,112276,2024-02-10,2024-07-21,Third,2,16.43094645981852,0,Expired,-609,5-8 yrs,2024-02
Van,76382,Average,1,3,Diesel,43463,2023-10-31,2024-09-29,First,2,11.689529203354994,1,Expired,-539,2-3 yrs,2023-10
Car,35594,Good,5,6,Electric,61541,2023-09-08,2024-10-13,Second,1,14.217886093325555,1,Expired,-525,5-8 yrs,2023-09
Suv,58674,Poor,5,2,Diesel,102840,2023-05-18,2024-05-08,Second,0,13.670848717107749,1,Expired,-683,1-2 yrs,2023-05
Bus,51606,Good,4,3,Petrol,130462,2023-05-02,2026-02-06,First,0,15.057120641509377,1,Expired,-44,2-3 yrs,2023-05
Bus,78561,Good,2,10,Petrol,7943,2023-08-24,2025-11-06,First,1,18.029063947013597,0,Expired,-136,Over 8 yrs,2023-08
Truck,62332,Good,4,7,Electric,41574,2023-06-03,2026-01-11,First,0,17.34590298883092,1,Expired,-70,5-8 yrs,2023-06
Motorcycle,55737,Average,5,10,Diesel,126926,2023-07-25,2024-07-28,Second,2,15.14652715421244,1,Expired,-602,Over 8 yrs,2023-07
Truck,34844,Average,5,2,Petrol,24293,2023-11-05,2024-08-23,Third,0,19.409417120243265,1,Expired,-576,1-2 yrs,2023-11
Truck,47580,Poor,3,2,Diesel,13489,2023-04-10,2025-03-10,Third,0,13.816604335466868,1,Expired,-377,1-2 yrs,2023-04
Car,48167,Average,4,3,Diesel,29270,2023-06-29,2025-12-25,First,1,12.271527357967468,1,Expired,-87,2-3 yrs,2023-06
Bus,37384,Poor,1,5,Electric,120966,2023-05-20,2026-03-11,Second,2,18.988777911128167,1,Expired,-11,3-5 yrs,2023-05
Suv,47709,Average,4,5,Electric,36069,2023-05-20,2024-10-30,First,1,18.00424453808312,1,Expired,-508,3-5 yrs,2023-05
Van,62138,Poor,5,6,Electric,70949,2024-01-06,2025-03-18,First,3,18.826151431845172,1,Expired,-369,5-8 yrs,2024-01
Car,77041,Good,0,1,Petrol,44304,2023-09-08,2025-05-20,Second,3,18.05600619266353,0,Expired,-306,Under 1 yr,2023-09
Van,33314,Average,2,8,Diesel,44338,2023-10-17,2024-04-30,First,3,13.614403574289646,1,Expired,-691,5-8 yrs,2023-10
Van,46289,Average,5,4,Electric,129663,2024-02-11,2025-10-09,First,1,16.423060772291535,1,Expired,-164,3-5 yrs,2024-02
Motorcycle,65374,Poor,0,1,Electric,140540,2023-10-12,2025-12-14,Third,1,14.417583094248808,1,Expired,-98,Under 1 yr,2023-10
Motorcycle,52318,Average,1,2,Electric,48049,2024-02-13,2024-11-08,First,3,10.15658552865774,1,Expired,-499,1-2 yrs,2024-02
Truck,48034,Average,4,9,Petrol,34276,2023-09-28,2025-08-18,First,0,17.89706212936955,1,Expired,-216,Over 8 yrs,2023-09
Car,55705,Poor,3,6,Electric,122570,2023-10-01,2024-11-06,First,1,12.208913676271736,1,Expired,-501,5-8 yrs,2023-10
Car,31338,Good,4,1,Diesel,135306,2023-05-11,2024-09-19,First,3,15.079333615521458,1,Expired,-549,Under 1 yr,2023-05
Car,64257,Poor,3,9,Electric,70438,2023-09-24,2025-03-11,Second,2,15.895119623970722,1,Expired,-376,Over 8 yrs,2023-09
Bus,51399,Average,0,8,Diesel,85587,2023-05-22,2025-05-12,Second,0,18.210039759238597,0,Expired,-314,5-8 yrs,2023-05
Suv,67094,Poor,3,1,Diesel,106560,2023-07-13,2025-10-14,First,2,15.998842970000224,1,Expired,-159,Under 1 yr,2023-07
Suv,55297,Good,4,10,Electric,15240,2023-05-19,2024-10-25,Second,2,10.187427795897094,1,Expired,-513,Over 8 yrs,2023-05
Car,34059,Poor,5,5,Petrol,61720,2023-04-02,2025-08-14,Second,2,13.889334530494912,1,Expired,-220,3-5 yrs,2023-04
Car,38755,Average,1,6,Diesel,68967,2023-12-03,2026-01-07,First,1,13.907366810586494,0,Expired,-74,5-8 yrs,2023-12
Car,44864,Average,3,10,Electric,23653,2023-10-03,2025-07-24,Second,3,19.438487051013126,1,Expired,-241,Over 8 yrs,2023-10
Bus,46602,Average,2,10,Petrol,49954,2023-10-29,2025-01-02,Second,3,19.156293428199948,1,Expired,-444,Over 8 yrs,2023-10
Van,73216,Average,5,3,Petrol,148583,2024-01-04,2025-08-23,First,0,12.026790092905769,1,Expired,-211,2-3 yrs,2024-01
Suv,41236,Average,3,1,Petrol,26986,2023-07-11,2024-06-28,First,0,11.778583112398708,1,Expired,-632,Under 1 yr,2023-07
Suv,33326,Poor,2,10,Diesel,137248,2023-11-25,2025-04-21,Second,0,18.961586094842296,1,Expired,-335,Over 8 yrs,2023-11
Van,77919,Poor,2,5,Petrol,69389,2023-12-20,2025-07-21,Second,0,15.950461611224496,1,Expired,-244,3-5 yrs,2023-12
Suv,46702,Average,2,3,Petrol,65632,2024-01-21,2024-11-11,Third,2,17.09529125321752,1,Expired,-496,2-3 yrs,2024-01
Bus,62889,Average,5,7,Electric,148405,2023-09-24,2024-05-08,Third,0,13.551501422018845,1,Expired,-683,5-8 yrs,2023-09
Bus,60057,Average,5,8,Diesel,89411,2023-12-28,2025-06-19,First,2,16.165671062438854,1,Expired,-276,5-8 yrs,2023-12
Suv,37953,Good,4,5,Petrol,88108,2023-09-13,2025-10-10,First,3,11.769436953293384,1,Expired,-163,3-5 yrs,2023-09
Car,61372,Poor,3,1,Petrol,55998,2023-10-29,2025-04-19,Second,1,15.942597749949991,1,Expired,-337,Under 1 yr,2023-10
Bus,53346,Poor,2,5,Petrol,48281,2023-07-21,2024-05-14,Third,3,14.365072418238755,1,Expired,-677,3-5 yrs,2023-07
Suv,55975,Average,2,10,Diesel,67322,2023-04-16,2025-04-07,Third,2,17.929784206264504,1,Expired,-349,Over 8 yrs,2023-04
Suv,51045,Good,1,2,Diesel,106572,2023-07-15,2026-01-15,First,2,13.161887850946682,1,Expired,-66,1-2 yrs,2023-07
Car,58139,Average,3,1,Electric,129447,2023-12-27,2025-05-01,Second,3,11.337793188016366,1,Expired,-325,Under 1 yr,2023-12
Suv,41904,Poor,2,9,Electric,100580,2023-10-06,2024-05-09,First,1,16.501739169982734,1,Expired,-682,Over 8 yrs,2023-10
Suv,73649,Poor,5,7,Electric,74370,2023-07-22,2024-08-14,Third,3,14.252681190048762,1,Expired,-585,5-8 yrs,2023-07
Suv,45624,Poor,4,5,Diesel,49125,2023-12-31,2026-02-18,Second,2,13.324793176946024,1,Expired,-32,3-5 yrs,2023-12
Van,72478,Good,2,5,Electric,118906,2023-04-18,2025-08-21,Second,1,10.647476866573069,1,Expired,-213,3-5 yrs,2023-04
Suv,65196,Average,5,1,Diesel,80731,2023-12-24,2024-07-09,Third,3,17.1256591514198,1,Expired,-621,Under 1 yr,2023-12
Truck,77997,Average,5,5,Electric,75203,2023-04-07,2026-03-05,Third,1,19.682296716501497,1,Expired,-17,3-5 yrs,2023-04
Suv,51351,Average,3,9,Electric,65859,2023-06-02,2024-07-22,First,2,16.863587177733528,1,Expired,-608,Over 8 yrs,2023-06
Van,72161,Good,0,5,Petrol,92413,2024-01-16,2025-01-04,Third,2,15.22016145616928,1,Expired,-442,3-5 yrs,2024-01
Car,72066,Poor,2,6,Electric,130144,2023-12-02,2024-12-18,First,1,19.539872624971963,1,Expired,-459,5-8 yrs,2023-12
Suv,59248,Good,0,8,Diesel,100957,2024-01-11,2025-10-18,First,3,12.546758638983702,1,Expired,-155,5-8 yrs,2024-01
Truck,41497,Average,3,1,Diesel,68683,2023-08-27,2025-01-10,Second,2,19.823280813091436,1,Expired,-436,Under 1 yr,2023-08
Van,66972,Average,1,10,Petrol,26768,2023-08-05,2025-08-09,Third,3,14.419210970749448,1,Expired,-225,Over 8 yrs,2023-08
Truck,30576,Average,4,3,Petrol,54654,2023-07-19,2024-12-30,Second,0,15.239755926960669,1,Expired,-447,2-3 yrs,2023-07
Van,67853,Good,2,4,Diesel,91064,2023-04-26,2025-12-08,Second,2,10.178549602252492,1,Expired,-104,3-5 yrs,2023-04
Van,37647,Good,3,7,Electric,56914,2023-12-07,2024-12-01,Second,2,15.228639102298564,1,Expired,-476,5-8 yrs,2023-12
Motorcycle,77289,Average,4,3,Petrol,33319,2023-10-16,2025-09-02,Second,2,19.678537590713844,1,Expired,-201,2-3 yrs,2023-10
Bus,40795,Average,1,8,Petrol,111998,2023-10-08,2025-11-26,Third,2,15.341246376259232,1,Expired,-116,5-8 yrs,2023-10
Bus,47306,Good,2,5,Diesel,76463,2023-05-05,2025-02-23,Second,2,17.143104022375102,0,Expired,-392,3-5 yrs,2023-05
Motorcycle,41388,Poor,2,7,Electric,59825,2023-08-20,2024-09-24,Second,2,13.097842637731006,1,Expired,-544,5-8 yrs,2023-08
Bus,52658,Average,2,4,Electric,80672,2023-08-19,2025-02-01,Third,1,16.0859844507908,1,Expired,-414,3-5 yrs,2023-08
Bus,57003,Good,3,3,Diesel,117421,2023-05-14,2025-12-19,Second,3,18.234535499457927,1,Expired,-93,2-3 yrs,2023-05
Suv,44581,Average,0,7,Diesel,8128,2023-05-30,2024-12-07,Second,3,12.102544578544292,1,Expired,-470,5-8 yrs,2023-05
Bus,65190,Good,1,4,Electric,57430,2023-12-08,2024-05-19,Second,2,14.379440876030484,1,Expired,-672,3-5 yrs,2023-12
Truck,35795,Average,5,7,Petrol,110018,2023-07-21,2025-03-12,Second,0,18.258520564466817,1,Expired,-375,5-8 yrs,2023-07
Van,75757,Good,2,2,Diesel,83066,2023-07-26,2025-01-27,Third,3,15.964394788740163,1,Expired,-419,1-2 yrs,2023-07
